url,name,ticker,image_path,release_date,retail_price,style_code,colorway
https://stockx.com/adidas-yeezy-powerphase-quiet-grey,adidas Yeezy Powerphase Quiet Grey,YZYPP-QG,/images/sneakers/adidas/yeezy/YZYPP-QG.jpg,09/18/2019,$120,FV6125,QUIET GREY/QUIET GREY/QUIET GREY
https://stockx.com/adidas-yeezy-powerphase-calabasas-core-white,adidas Yeezy Powerphase Calabasas Core White,YZYPWRPH-CWHT,/images/sneakers/adidas/yeezy/YZYPWRPH-CWHT.jpg,03/28/2017,$120,CQ1693,N/A
https://stockx.com/adidas-yeezy-boost-380-azure-reflective,adidas Yeezy Boost 380 Azure Reflective,YB380-AZRRF,/images/sneakers/adidas/yeezy/YB380-AZRRF.jpg,12/12/2020,$250,H02538,AZURE/AURE/AZURE
https://stockx.com/adidas-yeezy-700-v3-safflower-kids,adidas Yeezy 700 V3 Safflower (Kids),YZB700V3-SRPHK,/images/sneakers/adidas/yeezy/YZB700V3-SRPHK.jpg,11/14/2020,$160,G54854,SAFFLOWER/SAFFLOWER/SAFFLOWER
https://stockx.com/adidas-yeezy-boost-350-v2-yeshaya-kids,adidas Yeezy Boost 350 V2 Yeshaya (Kids),YZB350V2-YSK,/images/sneakers/adidas/yeezy/YZB350V2-YSK.jpg,01/25/2020,$160,FX4351,YESHAYA/YESHAYA/YESHAYA
https://stockx.com/adidas-yeezy-boost-350-v2-cloud-white-infant,adidas Yeezy Boost 350 V2 Cloud White (Infant),350V2-CWI,/images/sneakers/adidas/yeezy/350V2-CWI.jpg,09/21/2019,$140,FW3046,CLOUD WHITE/CLOUD WHITE/CLOUD WHITE
https://stockx.com/adidas-yeezy-700-v3-alvah-infant,adidas Yeezy 700 V3 Alvah (Infant),YZB700V3-ALVI,/images/sneakers/adidas/yeezy/YZB700V3-ALVI.jpg,04/11/2020,$140,H67801,ALVAH/ALVAH/ALVAH
https://stockx.com/adidas-yeezy-boost-750-chocolate-light-brown-gum,adidas Yeezy Boost 750 Light Brown Gum (Chocolate),YZY750-BROWNGUM,/images/sneakers/adidas/yeezy/YZY750-BROWNGUM.jpg,10/15/2016,$350,BY2456,LIGHT BROWN/LIGHT BROWN/GUM
https://stockx.com/adidas-yeezy-boost-700-mnvn-phosphor-infant,adidas Yeezy Boost 700 MNVN Phosphor (Infant),YZB700M-PI,/images/sneakers/adidas/yeezy/YZB700M-PI.jpg,04/24/2020,$140,FY3728,PHOSPHOR/PHOSPHOR/PHOSPHOR
https://stockx.com/adidas-yeezy-boost-380-blue-oat-infants,adidas Yeezy Boost 380 Blue Oat (Infants),YB380-BLFGI,/images/sneakers/adidas/yeezy/YB380-BLFGI.jpg,07/25/2020,$150,Q47396,BLUE OAT/BLUE OAT/BLUE OAT
https://stockx.com/adidas-yeezy-boost-500-stone-kids,adidas Yeezy 500 Stone (Kids),YZY500-STNK,/images/sneakers/adidas/yeezy/YZY500-STNK.jpg,11/23/2019,$130,FW4843,STONE/STONE/STONE
https://stockx.com/yeezy-slide-earth-brown-infants,adidas Yeezy Slide Earth Brown (Infants),YZY-YESEBEEI,/images/sneakers/adidas/yeezy/YZY-YESEBEEI.jpg,04/16/2020,$35,FV9913,EARTH BROWN/EARTH BROWN/EARTH BROWN
https://stockx.com/adidas-yzy-qntm-barium-kids,adidas Yeezy QNTM Barium (Kids),YZQNTM-BRMK,/images/sneakers/adidas/yeezy/YZQNTM-BRMK.jpg,06/25/2020,$180,FZ1300,BARIUM/BARIUM/BARIUM
https://stockx.com/adidas-yeezy-boost-350-v2-yeshaya-infant,adidas Yeezy Boost 350 V2 Yeshaya (Infant),YZB350V2-YSI,/images/sneakers/adidas/yeezy/YZB350V2-YSI.jpg,01/25/2020,$140,FX4350,YESHAYA/YESHAYA/YESHAYA
https://stockx.com/adidas-yeezy-boost-350-v2-citrin-infant,adidas Yeezy Boost 350 V2 Citrin (Infant),350V2-CTRNI,/images/sneakers/adidas/yeezy/350V2-CTRNI.jpg,09/23/2019,$140,FW3047,CITRIN/CITRIN/CITRIN
https://stockx.com/adidas-yeezy-boost-350-v2-black-infant,adidas Yeezy Boost 350 V2 Black (Infant) (Non-Reflective),YZB350V2-SBI,/images/sneakers/adidas/yeezy/YZB350V2-SBI.jpg,06/07/2019,$140,FU9011,BLACK/BLACK/BLACK
https://stockx.com/adidas-yeezy-boost-350-v2-cloud-white-kids,adidas Yeezy Boost 350 V2 Cloud White (Kids),350V2-CWK,/images/sneakers/adidas/yeezy/350V2-CWK.jpg,09/21/2019,$160,FW3051,CLOUD WHITE/CLOUD WHITE/CLOUD WHITE
https://stockx.com/adidas-yeezy-desert-boot-rock-infants,adidas Yeezy Desert Boot Rock (Infant),YZDSBT-RKI,/images/sneakers/adidas/yeezy/YZDSBT-RKI.jpg,09/14/2019,N/A,EG6683,ROCK/ROCK/ROCK
https://stockx.com/adidas-yeezy-boost-350-v2-yecheil-infants,adidas Yeezy Boost 350 V2 Yecheil (Infant),YZB350V2-YCI,/images/sneakers/adidas/yeezy/YZB350V2-YCI.jpg,12/20/2019,$140,FX0780,YECHEIL/YECHEIL/YECHEIL
https://stockx.com/adidas-yeezy-500-stone-infant,adidas Yeezy 500 Stone (Infant),YZB500-STNTD,/images/sneakers/adidas/yeezy/YZB500-STNTD.jpg,11/23/2019,$100,FW4849,STONE/STONE/STONE
